Title,Type,Author,Genre,Status,Notes,Pages,Year,Score,Goodreads
The Poppy War,Novel,R. F. Kuang,Fiction: Fantasy: High,NOT STARTED,"The Poppy War, #1.",545,2018,,4.18
The Darkness That Comes Before,Novel,R. Scott Bakker,Fiction: Fantasy: High,NOT STARTED,"The Prince of Nothing, #1.",608,2003,,3.82
The Weight of Ink,Novel,Rachel Kadish,Fiction: Historical,NOT STARTED,,704,2017,,4.15
"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Non-Fiction,Rachel Maddow,Non-Fiction: Politics,NOT STARTED,,434,2019,,4.34
The Brain Box,Short Story,Ragina Kanyu Wang,Fiction: Science Fiction,FINISHED,,8,2018,3.00,3.85
Quarantine: Stories,Anthology,Rahul Mehta,Fiction: Drama,NOT STARTED,,224,2010,,3.61
The Faces at Pine Dunes,Novelette,Ramsey Campbell,Fiction: Horror: Cosmic,FINISHED,,26,1980,3.75,4.12
"The Hundred Years' War on Palestine: A History of Settler-Colonial Conquest and Resistance, 1917-2017",Non-Fiction,Rashid Khalidi,Non-Fiction: Politics,NOT STARTED,,336,2020,,4.52
The Halloween Tree,Novel,Ray Bradbury,Fiction: Fantasy,FINISHED,,145,1972,4.00,3.78
The Martian Chronicles,Anthology,Ray Bradbury,Fiction: Science Fiction,FINISHED,,182,1950,4.90,4.15
The Illustrated Man,Anthology,Ray Bradbury,Fiction: Science Fiction,FINISHED,,186,1951,4.20,4.13
Fahrenheit 451,Novel,Ray Bradbury,Fiction: Science Fiction,FINISHED,,194,1953,4.00,3.97
Dandelion Wine,Novel,Ray Bradbury,Fiction: Fantasy,NOT STARTED,,239,1957,,4.08
Something Wicked This Way Comes,Novel,Ray Bradbury,Fiction: Fantasy,FINISHED,,293,1962,4.20,3.91
The October Country,Novel,Ray Bradbury,Fiction: Horror,FINISHED,,334,1955,4.00,4.12
I Sing the Body Electric! & Other Stories,Anthology,Ray Bradbury,Fiction: Science Fiction,FINISHED,,336,1969,4.00,4.05
The Golden Apples of the Sun,Anthology,Ray Bradbury,Fiction: Science Fiction,NOT STARTED,,338,1953,,4.06
Crucifax,Novel,Ray Garton,Fiction: Horror,FINISHED,,387,1988,4.00,3.71
The Singularity is Near: When Humans Transcend Biology,Non-Fiction,Ray Kurzweil,Non-Fiction: Philosophy,NOT STARTED,,652,2005,,3.93
The Case Against Satan,Novel,Ray Russell,Fiction: Horror,NOT STARTED,,140,1962,,3.68
The Big Sleep,Novel,Raymond Chandler,Fiction: Crime,FINISHED,"Philip Marlowe, #1.",231,1939,3.00,3.95
Magician: Apprentice,Novel,Raymond E. Feist,Fiction: Fantasy: High,NOT STARTED,"Riftwar, #1.",485,1982,,4.17
Daughter of the Empire,Novel,"Raymond E. Feist, Janny Wurst",Fiction: Fantasy: High,NOT STARTED,"The Empire Trilogy, #1.",421,1987,,4.29
The Last Templar,Novel,Raymond Khoury,Fiction: Thriller,FINISHED,"Templar, #1.",544,2005,2.50,3.62
Rage,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,131,1977,,3.73
Blaze,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,285,2007,,3.76
The Running Man,Novel,Richard Bachman,Fiction: Science Fiction,NOT STARTED,,317,1982,,3.90
Thinner,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,320,1984,,3.77
Roadwork,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,320,1981,,3.60
The Long Walk,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,370,1979,,4.09
The Regulators,Novel,Richard Bachman,Fiction: Horror,NOT STARTED,,512,1996,,3.72
The Manchurian Candidate,Novel,Richard Condon,Fiction: Thriller,NOT STARTED,,358,1959,,4.09
The Manchurian Candidate,Novel,Richard Condon,Fiction: Thriller,NOT STARTED,,358,1959,,4.09
The Boys of Summer,Novel,Richard Cox,Fiction: Horror,NOT STARTED,,436,2016,,3.44
The God Delusion,Non-Fiction,Richard Dawkins,Non-Fiction: Religion,NOT STARTED,,374,2006,,3.90
And Then All Hell Broke Loose: Two Decades in the Middle East,Non-Fiction,Richard Engel,Non-Fiction: Politics,NOT STARTED,,241,2016,,4.20
Rock Springs,Anthology,Richard Ford,Fiction: Literary,FINISHED,,245,1987,4.00,4.06
A Little History of Religion,Non-Fiction,Richard Holloway,Non-Fiction: Religion,NOT STARTED,,256,2016,,4.20
The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,Non-Fiction,Richard Holmes,Non-Fiction: Science,NOT STARTED,,380,2008,,3.97
Altered Carbon,Novel,Richard K. Morgan,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Takeshi Kovacs, #1.",544,2002,,4.04
Magic in the Middle Ages,Non-Fiction,Richard Kieckhefer,Non-Fiction: Religion,NOT STARTED,,240,1989,,3.96
Forbidden Rites: A Necromancer's Manual of the Fifteenth Century,Non-Fiction,Richard Kieckhefer,Non-Fiction: History,NOT STARTED,,392,1998,,4.04
The Howler in the Dark,Novelette,Richard L. Tierney,Fiction: Horror: Cosmic,FINISHED,,36,1984,4.75,3.68
The Cellar,Novel,Richard Laymon,Fiction: Horror,NOT STARTED,,309,1980,,3.64
The Traveling Vampire Show,Novel,Richard Laymon,Fiction: Horror,NOT STARTED,,400,2000,,3.83
I Am Legend,Novel,Richard Matheson,Fiction: Science Fiction: Apocalyptic,FINISHED,,162,1954,4.50,4.06
A Stir of Echoes,Novel,Richard Matheson,Fiction: Horror,NOT STARTED,,224,1958,,3.86
Hell House,Novel,Richard Matheson,Fiction: Horror,FINISHED,,301,1971,3.00,3.75
"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Non-Fiction,Richard P. Feynman,Non-Fiction: Science,FINISHED,,400,1985,4.00,4.27
The Demon in the Freezer,Non-Fiction,Richard Preston,Non-Fiction: Politics,NOT STARTED,,240,2002,,4.15
The Cobra Event,Novel,Richard Preston,Fiction: Thriller,NOT STARTED,,337,1997,,4.02
The Hot Zone: The Terrifying Hugo Award Story of the Origins of the Ebola Virus,Non-Fiction,Richard Preston,Non-Fiction: Biology,FINISHED,,352,1994,4.50,4.15
The Making of the Atomic Bomb,Non-Fiction,Richard Rhodes,Non-Fiction: Science,NOT STARTED,,886,1986,,4.39
Empire Falls,Novel,Richard Russo,Fiction: Literary,NOT FINISHED,,544,2001,3.50,3.94
"Writing Sci-Fi, Fantasy, & Horror for Dummies",Non-Fiction,"Rick Dakan, Ryan G. Van Cleave",Non-Fiction: Writing,NOT STARTED,,620,2022,,4.12
Solution Unsatisfactory,Short Story,Robert A. Heinlein,Fiction: Science Fiction: Space Opera,NOT STARTED,,65,1941,,3.66
Double Star,Novel,Robert A. Heinlein,Fiction: Science Fiction,NOT STARTED,,243,1956,,3.91
Starship Troopers,Novel,Robert A. Heinlein,Fiction: Science Fiction: Space Opera,NOT STARTED,,264,1959,,4.01
Have Space Suit—Will Travel,Novel,Robert A. Heinlein,Fiction: Science Fiction,NOT STARTED,,276,1958,,3.92
The Moon is a Harsh Mistress,Novel,Robert A. Heinlein,Fiction: Science Fiction,NOT STARTED,,288,1966,,4.16
Stranger in a Strange Land,Novel,Robert A. Heinlein,Fiction: Science Fiction,NOT STARTED,,525,1961,,3.92
The Mantle of Graag,Short Story,"Robert A. W. Lowndes, Frederik Pohl, Dirk Wylie",Fiction: Horror: Cosmic,FINISHED,,9,1996,3.75,3.68
The Earth Will Shake: The History of the Early Illuminati,Novel,Robert Anton Wilson,Fiction: Science Fiction,NOT STARTED,"The Historical Illuminatus Chronicles, #1.",376,1982,,4.12
A Toy for Juliette,Short Story,Robert Bloch,Fiction: Science Fiction,FINISHED,,15,1967,4.00,4.17
Psycho,Novel,Robert Bloch,Fiction: Horror,FINISHED,"Psycho, #1.",208,1959,4.00,4.12
Strange Eons,Novel,Robert Bloch,Fiction: Horror: Cosmic,FINISHED,,249,1978,3.25,3.62
The Road to Oxiana,Non-Fiction,Robert Byron,Non-Fiction: Travel,NOT STARTED,,292,1937,,3.90
Necronomicon,Short Story,Robert C. Culp,Fiction: Horror: Cosmic,NOT STARTED,,16,2002,,3.68
Z for Zachariah,Novel,Robert C. O'Brien,Fiction: Science Fiction: Apocalyptic,NOT STARTED,,249,1974,,3.67
Spin,Novel,Robert Charles Wilson,Fiction: Science Fiction,NOT STARTED,,458,2005,,4.04
Conan of Cimmeria,Novel,Robert E. Howard,Fiction: Fantasy: High,NOT STARTED,"Conan, #2.",189,1969,,4.11
Conan,Novel,Robert E. Howard,Fiction: Fantasy: High,FINISHED,"Conan, #1.",221,1967,4.00,4.08
The Savage Tales of Solomon Kane,Novel,Robert E. Howard,Fiction: Fantasy: Low,FINISHED,,414,2004,4.00,4.06
Goddess in Granite,Novelette,Robert F. Young,Fiction: Science Fiction,FINISHED,,13,1957,3.00,3.77
"I, Claudius",Novel,Robert Graves,Fiction: Historical,FINISHED,"Claudius, #1.",468,1934,4.00,4.24
Zodiac: The Shocking Hugo Award Story of the Hunt for the Nation's Most Elusive Serial Killer,Non-Fiction,Robert Graysmith,Non-Fiction: Crime,FINISHED,,307,1986,4.00,3.91
Pompeii,Novel,Robert Harris,Fiction: Historical,NOT STARTED,,274,2003,,3.87
Imperium,Novel,Robert Harris,Fiction: Historical,NOT STARTED,"Cicero, #1.",305,2006,,4.12
Munich,Novel,Robert Harris,Fiction: Historical,NOT STARTED,,352,2017,,3.87
Fatherland,Novel,Robert Harris,Fiction: Science Fiction: Alternative History,FINISHED,,380,1992,4.00,4.01
Flashforward,Novel,Robert J. Sawyer,Fiction: Science Fiction,NOT STARTED,,320,1999,,3.64
The Terminal Experiment,Novel,Robert J. Sawyer,Fiction: Science Fiction,NOT STARTED,,333,1995,,3.74
American Elsewhere,Novel,Robert Jackson Bennett,Fiction: Horror,NOT STARTED,,662,2013,,3.79
The Eye of the World,Novel,Robert Jordan,Fiction: Fantasy: Epic,NOT FINISHED,"The Wheel of Time, #1.",800,1990,1.00,4.19
Dr. Jekyll and Mr. Hyde,Novel,Robert Louis Stevenson,Fiction: Horror,FINISHED,,139,1886,3.00,3.83
A Critical Commentary on the Necronomicon,Novella,Robert M. Price,Fiction: Horror: Cosmic,NOT STARTED,,109,1988,,3.68
Burnt Offerings,Novel,Robert Marasco,Fiction: Horror,NOT STARTED,,246,1973,,3.80
Never Deal with a Dragon,Novel,Robert N. Charrette,Fiction: Science Fiction: Cyberpunk,NOT STARTED,"Shadowrun, #1.",377,1990,,3.71
Mist Over Pendle,Novel,Robert Neill,Fiction: Historical,NOT STARTED,,404,1951,,4.01
Usher's Passing,Novel,Robert R. McCammon,Fiction: Horror,NOT STARTED,,407,1984,,3.94
Boy's Life,Novel,Robert R. McCammon,Fiction: Literary,FINISHED,,625,1991,4.00,4.39
Speaks the Nightbird,Novel,Robert R. McCammon,Fiction: Horror,NOT STARTED,,792,2002,,4.14
Swan Song,Novel,Robert R. McCammon,Fiction: Science Fiction: Apocalyptic,FINISHED,,956,1987,4.00,4.29
In a Land of Clear Colors,Novelette,Robert Sheckley,Fiction: Science Fiction,FINISHED,,25,1976,3.75,3.67
"Immortality, Inc.",Novel,Robert Sheckley,Fiction: Science Fiction,NOT STARTED,,250,1959,,3.76
The Wind and the Rain,Short Story,Robert Silverberg,Fiction: Science Fiction,FINISHED,,7,1973,4.20,3.72
Flies,Short Story,Robert Silverberg,Fiction: Science Fiction,FINISHED,,13,1967,3.00,4.17
Demons of Cthulhu,Short Story,Robert Silverberg,Fiction: Horror: Cosmic,FINISHED,,16,1959,4.05,3.68
The Book of Skulls,Novel,Robert Silverberg,Fiction: Science Fiction,NOT STARTED,,232,1971,,3.65
The King in Yellow,Anthology,Robert W. Chambers,Fiction: Horror,FINISHED,,224,1895,4.00,3.55
Coma,Novel,Robin Cook,Fiction: Thriller,NOT STARTED,,384,1977,,3.88
Assassin's Apprentice,Novel,Robin Hobb,Fiction: Fantasy: High,NOT STARTED,"Farseer, #1.",435,1995,,4.18
Ship of Magic,Novel,Robin Hobb,Fiction: Fantasy: High,NOT STARTED,"Liveship Traders, #1.",880,1998,,4.21
The Emperor's New Mind,Non-Fiction,Roger Penrose,Non-Fiction: Philosophy,NOT STARTED,,602,1989,,3.91
A Rose for Ecclesiastes,Novelette,Roger Zelazny,Fiction: Science Fiction,NOT STARTED,,44,1963,,4.03
"24 Views of Mt. Fuji, by Hokusai",Novella,Roger Zelazny,Fiction: Horror: Cosmic,FINISHED,,53,1985,3.00,4.12
Nine Princes in Amber,Novel,Roger Zelazny,Fiction: Fantasy,FINISHED,"The Chronicles of Amber, #1.",175,1970,3.50,4.06
This Immortal,Novel,Roger Zelazny,Fiction: Science Fiction,NOT STARTED,,216,1965,,3.91
Lord of Light,Novel,Roger Zelazny,Fiction: Science Fiction,NOT STARTED,,296,1967,,4.06
Witchfinder General,Novel,Ronald Bassett,Fiction: Historical,NOT STARTED,,256,1966,,3.92
The Narrows,Novel,Ronald Malfi,Fiction: Horror,NOT STARTED,,295,2012,,3.97
Black Mouth,Novel,Ronald Malfi,Fiction: Horror,FINISHED,,395,2022,4.00,3.98
December Park,Novel,Ronald Malfi,Fiction: Horror,NOT STARTED,,756,2014,,4.26
Blood of the Tiger,Novel,Rose Estes,Fiction: Fantasy: High,NOT STARTED,"Saga of the Lost Lands, #1.",208,1987,,3.26
Tales of Houdini,Short Story,Rudy Rucker,Fiction: Science Fiction: Cyberpunk,FINISHED,,7,1981,3.50,3.95
Software,Novel,Rudy Rucker,Fiction: Science Fiction: Cyberpunk,NOT FINISHED,"Ware, #1.",176,1982,3.00,3.74
The Hacker and the Ants,Novel,Rudy Rucker,Fiction: Science Fiction,NOT STARTED,,307,1994,,3.61
Winter Tide,Novel,Ruthanna Emrys,Fiction: Horror: Cosmic,NOT STARTED,"The Innsmouth Legacy, #1.",366,2017,,3.74
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Non-Fiction,Ryan Holiday,Non-Fiction: Philosophy,NOT STARTED,,416,2016,,4.37
All the Sinners Bleed,Novel,S. A. Cosby,Fiction: Mystery,NOT STARTED,,341,2023,,4.22
The Outsiders,Novel,S. E. Hinton,Fiction: Drama,FINISHED,,208,1967,4.00,4.12
I Am Providence: The Life and Times of H. P. Lovecraft,Non-Fiction,S. T. Joshi,Non-Fiction: Biography,NOT STARTED,,1148,2010,,4.39
Throne of the Crescent Moon,Novel,Saladin Ahmed,Fiction: Fantasy,NOT STARTED,"The Crescent Moon Kingdoms, #1.",274,2012,,3.64
Free Will,Non-Fiction,Sam Harris,Non-Fiction: Psychology,NOT STARTED,,96,2012,,3.87
"The End of Faith: Religion, Terror, and the Future of Reason",Non-Fiction,Sam Harris,Non-Fiction: Religion,NOT STARTED,,348,2004,,3.90
Nobody Here But Us Shadows,Short Story,Sam J. Lundwall,Fiction: Science Fiction,FINISHED,,6,1975,4.00,3.70
Distancia de rescate,Novel,Samanta Schweblin,Fiction: Magic Realism,NOT FINISHED,,128,2014,3.00,3.73
The Priory of the Orange Tree,Novel,Samantha Shannon,Fiction: Fantasy: High,NOT STARTED,"The Roots of Chaos, #1.",848,2019,,4.21
Waiting for Godot,Novel,Samuel Beckett,Play,NOT STARTED,,109,1952,,3.84
Babel-17,Novel,Samuel R. Delany,Fiction: Science Fiction,NOT STARTED,,192,1966,,3.73
Nova,Novel,Samuel R. Delany,Fiction: Science Fiction,NOT STARTED,,241,1968,,3.81
The Ruins,Novel,Scott B. Smith,Fiction: Horror,NOT STARTED,,319,2006,,3.67
The Library at Mount Char,Novel,Scott Hawkins,Fiction: Horror: Cosmic,FINISHED,,390,2015,4.00,4.09
The Lies of Locke Lamora,Novel,Scott Lynch,Fiction: Fantasy: High,NOT STARTED,"Gentleman Bastard, #1.",752,2006,,4.30
Night of the Ghoul #1,Graphic Novel,Scott Snyder,Fiction: Horror,NOT STARTED,"Night of the Ghoul, #1.",32,2021,,4.19
Destiny,Graphic Novel,Scott Snyder,Fiction: Science Fiction,NOT STARTED,"Undiscovered Country, #1.",144,2020,,3.55
"Wytches, Volume 1",Graphic Novel,Scott Snyder,Fiction: Horror,NOT STARTED,"Wytches, #1.",192,2014,,3.80
Exordia,Novel,Seth Dickinson,Fiction: Science Fiction,NOT STARTED,,544,2024,,3.77
Designers & Dragons: The '70s,Non-Fiction,Shannon Appelcline,Non-Fiction: Games,NOT STARTED,"Designers & Dragons, #1.",400,2014,,4.16
Here Be Dragons,Novel,Sharon Kay Penman,Fiction: Historical,NOT STARTED,"Welsh Princes, #1.",704,1985,,4.29
When Christ and His Saints Slept,Novel,Sharon Kay Penman,Fiction: Historical,NOT STARTED,"Plantagenets, #1.",784,1994,,4.26
A History of Wild Places,Novel,Shea Ernshaw,Fiction: Horror,NOT STARTED,,354,2021,,3.94
The Gate to Women's Country,Novel,Sheri S. Tepper,Fiction: Science Fiction: Apocalyptic,NOT STARTED,,315,1988,,4.06
A Great Country,Novel,Shilpi Somaya Gowda,Fiction: Contemporary,NOT STARTED,,256,2024,,4.09
We Have Always Live in the Castle,Novel,Shirley Jackson,Fiction: Horror,FINISHED,,160,1962,4.00,3.95
The Haunting of Hill House,Novel,Shirley Jackson,Fiction: Horror,FINISHED,,182,1959,4.00,3.82
Sid Meier's Memoir!: A Life in Computer Games,Non-Fiction,Sid Meier,Non-Fiction: Games,NOT STARTED,,286,2020,,4.19
Mexican Gothic,Novel,Silvia Moreno-García,Fiction: Horror,NOT STARTED,,320,2020,,3.68
Think: A Compelling Introduction to Philosophy,Non-Fiction,Simon Blackburn,Non-Fiction: Philosophy,NOT STARTED,,312,1999,,3.75
Jerusalem: The Biography,Non-Fiction,Simon Sebag Montefiore,Non-Fiction: History,NOT STARTED,,752,2011,,4.07
The Book of Cold Cases,Novel,Simone St. James,Fiction: Horror,NOT STARTED,,344,2022,,3.79
Exorcism Through the Ages,Non-Fiction,St. Elmo Nauman Jr.,Non-Fiction: Religion,NOT STARTED,,311,198,,4.13
Solaris,Novel,Stanisław Lem,Fiction: Science Fiction,FINISHED,,204,1961,2.50,3.99
The Castle in the Window,Short Story,Steffan B. Aletti,Fiction: Horror: Cosmic,FINISHED,,13,1968,3.60,3.68
The Time Ships,Novel,Stephen Baxter,Fiction: Science Fiction,NOT STARTED,,520,1995,,3.95
Hammer of the Gods: The Led Zeppelin Saga,Non-Fiction,Stephen Davis,Non-Fiction: Music,NOT STARTED,,432,1985,,3.85
The Only Good Indians,Novel,Stephen Graham Jones,Fiction: Horror,NOT STARTED,,305,2020,,3.71
My Heart Is a Chainsaw,Novel,Stephen Graham Jones,Fiction: Horror,NOT STARTED,"The Indian Lake Trilogy, #1.",405,2021,,3.55
For Owen,Poetry,Stephen King,Fiction: Horror,NOT STARTED,,2,1985,,3.97
Paranoid: A Chant,Poetry,Stephen King,Fiction: Horror,NOT STARTED,,4,1985,,3.97
Here There Be Tygers,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,6,1968,,3.97
Cain Rose Up,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,6,1968,,3.97
Morning Deliveries,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,6,1985,,3.97
The Reaper's Image,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,8,1969,,3.97
The Wedding Gig,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,14,1980,,3.97
Big Wheels: A Tale of the Laundry Game,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,14,1980,,3.97
The Man Who Would Not Shake Hands,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,16,1981,,3.97
Uncle Otto's Truck,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,16,1983,,3.97
Beachworld,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,16,1984,,3.97
Survivor Type,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,18,1982,,3.97
Word Processor of the Gods,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,18,1983,,3.97
The Reach,Short Story,Stephen King,Fiction: Horror,NOT STARTED,,20,1981,,3.97
Mrs. Todd's Shortcut,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,22,1984,,3.97
The Jaunt,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,24,1981,,3.97
The Raft,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,26,1982,,3.97
Gramma,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,28,1984,,3.97
Nona,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,30,1978,,3.97
The Monkey,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,34,1980,,3.97
The Road Virus Heads North,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,34,1999,,3.97
The Ballad of the Flexible Bullet,Novella,Stephen King,Fiction: Horror,NOT STARTED,,44,1984,,3.97
1408,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,54,1999,,3.97
The Breathing Method,Novella,Stephen King,Fiction: Horror,NOT STARTED,,66,1982,,4.35
Riding the Bullet,Novelette,Stephen King,Fiction: Horror,NOT STARTED,,66,2000,,3.97
Rita Hayworth and Shawshank Redemption,Novella,Stephen King,Fiction: Drama,FINISHED,,102,1982,4.00,4.35
Rita Hayworth and Shawshank Redemption,Novel,Stephen King,Fiction: Horror,NOT STARTED,,128,1983,,3.66
"Secret Window, Secret Garden",Novella,Stephen King,Fiction: Horror,FINISHED,,130,1990,4.15,3.95
Elevation,Novel,Stephen King,Fiction: Horror,NOT STARTED,,146,2018,,3.64
Hearts in Atlantis,Novella,Stephen King,Fiction: Horror,NOT STARTED,,148,1999,,3.85
The Sun Dog,Novella,Stephen King,Fiction: Horror,NOT STARTED,,150,1990,,3.95
The Body,Novel,Stephen King,Fiction: Drama,FINISHED,,154,1982,4.50,4.35
The Mist,Novella,Stephen King,Fiction: Horror: Cosmic,FINISHED,,176,1980,4.00,3.97
The Colorado Kid,Novel,Stephen King,Fiction: Crime,NOT STARTED,,178,2005,,3.38
The Library Policeman,Novella,Stephen King,Fiction: Horror,NOT STARTED,,198,1990,,3.95
The Langoliers,Novella,Stephen King,Fiction: Horror: Cosmic,FINISHED,,206,1990,3.90,3.95
The Gunslinger,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #1.",231,1982,4.50,3.92
Low Men in Yellow Coats,Novella,Stephen King,Fiction: Horror,FINISHED,,243,1999,4.50,3.85
Later,Novel,Stephen King,Fiction: Horror,NOT STARTED,,248,2021,,3.98
The Girl Who Loved Tom Gordon,Novel,Stephen King,Fiction: Horror,NOT STARTED,,264,1999,,3.63
Carrie,Novel,Stephen King,Fiction: Horror,FINISHED,,272,1974,3.75,3.98
Joyland,Novel,Stephen King,Fiction: Horror,NOT STARTED,,285,2013,,3.93
On Writing: A Memoir of the Craft,Non-Fiction,Stephen King,Non-Fiction: Writing,FINISHED,,320,2000,4.50,4.34
The Wind Through the Keyhole,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #4.5.",322,2012,4.00,4.14
Gerald's Game,Novel,Stephen King,Fiction: Horror,NOT STARTED,,332,1992,,3.57
From a Buick 8,Novel,Stephen King,Fiction: Horror,NOT STARTED,,356,2002,,3.48
Misery,Novel,Stephen King,Fiction: Horror,FINISHED,,370,1987,4.00,4.21
Dolores Claiborne,Novel,Stephen King,Fiction: Horror,NOT STARTED,,384,1992,,3.92
The Dead Zone,Novel,Stephen King,Fiction: Horror,FINISHED,,402,1979,4.00,3.96
Revival,Novel,Stephen King,Fiction: Horror,NOT STARTED,,405,2014,,3.80
Christine,Novel,Stephen King,Fiction: Horror,NOT FINISHED,,411,1983,3.50,3.84
The Eyes of the Dragon,Novel,Stephen King,Fiction: Fantasy: High,NOT STARTED,,427,1984,,3.94
Cujo,Novel,Stephen King,Fiction: Horror,FINISHED,,432,1981,3.75,3.78
End of Watch,Novel,Stephen King,Fiction: Thriller,NOT STARTED,"Bill Hodges, #3.",432,2016,,4.10
Finders Keepers,Novel,Stephen King,Fiction: Thriller,FINISHED,"Bill Hodges, #2.",434,2015,3.75,4.06
Mr. Mercedes,Novel,Stephen King,Fiction: Thriller,FINISHED,"Bill Hodges, #1.",437,2014,3.75,4.01
Cell,Novel,Stephen King,Fiction: Horror,FINISHED,,449,2006,3.00,3.66
Holly,Novel,Stephen King,Fiction: Thriller,NOT STARTED,,449,2023,,4.16
The Drawing of the Three,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #2.",463,1987,4.70,4.23
The Dark Half,Novel,Stephen King,Fiction: Horror,FINISHED,,469,1989,3.75,3.80
‘Salem's Lot,Novel,Stephen King,Fiction: Horror,FINISHED,,483,1975,4.00,4.06
The Shining,Novel,Stephen King,Fiction: Horror,FINISHED,"The Shining, #1.",497,1977,4.50,4.27
Lisey's Story,Novel,Stephen King,Fiction: Horror,NOT STARTED,,513,2006,,3.70
Billy Summers,Novel,Stephen King,Fiction: Crime,NOT STARTED,,515,2021,,4.20
Doctor Sleep,Novel,Stephen King,Fiction: Horror,FINISHED,"The Shining, #2.",531,2013,4.00,4.13
Song of Susannah,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #6.",544,2004,4.70,3.99
Desperation,Novel,Stephen King,Fiction: Horror,FINISHED,,547,1996,3.75,3.85
The Institute,Novel,Stephen King,Fiction: Science Fiction,FINISHED,,561,2019,3.50,4.20
The Outsider,Novel,Stephen King,Fiction: Horror,NOT STARTED,,561,2018,,4.01
Firestarter,Novel,Stephen King,Fiction: Horror,FINISHED,,564,1980,3.75,3.91
Pet Sematary,Novel,Stephen King,Fiction: Horror,FINISHED,,580,1983,4.70,4.06
The Waste Lands,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #3.",590,1991,4.83,4.25
The Green Mile,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,,592,1996,4.20,4.48
Rose Madder,Novel,Stephen King,Fiction: Horror,NOT STARTED,,595,1995,,3.75
Fairy Tale,Novel,Stephen King,Fiction: Horror,NOT STARTED,,608,2022,,4.12
Duma Key,Novel,Stephen King,Fiction: Horror,NOT STARTED,,611,2008,,3.97
Dreamcatcher,Novel,Stephen King,Fiction: Horror,NOT STARTED,,688,2001,,3.65
Bag of Bones,Novel,Stephen King,Fiction: Horror,NOT STARTED,,736,1998,,3.92
The Tommyknockers,Novel,Stephen King,Fiction: Science Fiction: Horror,NOT FINISHED,,747,1987,3.25,3.59
Needful Things,Novel,Stephen King,Fiction: Horror,NOT FINISHED,,790,1991,3.50,3.97
Wizard and Glass,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #4.",845,1997,4.10,4.26
11/22/63,Novel,Stephen King,Fiction: Science Fiction: Alternative History,FINISHED,,849,2011,4.96,4.33
Insomnia,Novel,Stephen King,Fiction: Horror,FINISHED,,896,1994,3.50,3.83
Wolves of the Calla,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #5.",960,2003,4.50,4.19
The Dark Tower,Novel,Stephen King,Fiction: Fantasy: Low,FINISHED,"The Dark Tower, #7.",1050,2004,4.94,4.28
Under the Dome,Novel,Stephen King,Fiction: Science Fiction,FINISHED,,1074,2009,3.75,3.92
It,Novel,Stephen King,Fiction: Horror,FINISHED,,1168,1986,4.97,4.24
The Stand: The Complete and Uncut Edition,Novel,Stephen King,Fiction: Science Fiction: Apocalyptic,NOT STARTED,,1348,1990,,4.35
Sleeping Beauties,Novel,"Stephen King, Owen King",Fiction: Horror,NOT STARTED,,702,2017,,3.73
Black House,Novel,"Stephen King, Peter Straub",Fiction: Horror,NOT STARTED,"The Talisman, #2.",659,2001,,4.03
Gwendy's Button Box,Novel,"Stephen King, Richard Chizmar",Fiction: Horror,NOT STARTED,"The Button Box, #1.",171,2017,,3.92
